销售日期,水生根茎类,花叶类,花菜类,茄类,辣椒类,食用菌
2020-11-23,34.987,294.311,74.623,15.902,59.056,195.788
2020-11-24,44.692,220.189,60.927,13.897,52.157,117.661
2020-11-25,38.697,237.713,37.137,13.199,39.054,95.581
2020-11-26,24.099,282.923,34.766,12.868,48.086,110.276
2020-11-27,23.178,225.596,28.934,13.175,53.116,112.979
2020-11-28,30.289,400.295,79.441,18.759,82.485,187.133
2020-11-29,31.494,287.707,77.33500000000001,20.702,66.151,168.218
2020-11-30,18.480999999999998,207.353,41.156,18.29,54.214,100.486
2020-12-01,25.029,287.797,25.82,9.271,47.882,99.477
2020-12-02,22.979,213.665,24.46,9.603,48.74,185.141
2020-12-03,35.348,274.097,27.342,12.913,48.795,97.395
2020-12-04,87.25,242.529,27.457,11.517,42.929,110.875
2020-12-05,43.518,306.959,72.116,18.692999999999998,50.32,155.115
2020-12-06,93.761,367.129,67.968,18.881,61.77,234.205
2020-12-07,60.127,197.718,29.017,10.537,39.566,91.333
2020-12-08,78.345,183.98,29.686,10.904,38.132,89.028
2020-12-09,39.897,180.673,20.825,9.89,36.059,80.164
2020-12-10,48.448,188.539,20.405,11.411,45.747,89.363
2020-12-11,55.726,212.51,30.644,14.918,44.514,94.153
2020-12-12,71.47,269.619,65.792,11.965,55.182,174.431
2020-12-13,73.578,375.781,78.67,20.845,76.784,197.615
2020-12-14,65.517,197.654,33.376,12.715,48.394,83.089
2020-12-15,51.769,203.808,33.43,10.295,41.066,99.925
2020-12-16,47.282,152.029,26.065,9.313,34.839999999999996,74.212
2020-12-17,47.929,167.799,31.098,12.154,33.18,94.652
2020-12-18,63.362,151.08,26.454,19.541,41.801,86.26
2020-12-19,86.825,266.55,60.29,14.524,68.24,154.681
2020-12-20,77.313,276.911,89.851,14.386,64.273,142.972
2020-12-21,48.468,136.041,37.057,12.997,30.846,84.045
2020-12-22,38.698,152.185,27.346,11.079,38.615,76.199
2020-12-23,43.83,143.966,39.823,9.4,41.738,67.604
2020-12-24,61.823,218.53300000000002,39.293,9.801,37.463,76.09
2020-12-25,65.984,159.654,33.711,10.328,53.083,148.943
2020-12-26,103.905,285.224,62.717,16.19,52.907000000000004,136.159
2020-12-27,93.232,288.755,51.016,11.874,52.745,118.129
2020-12-28,63.262,251.455,33.949,13.266,45.863,69.819
2020-12-29,54.924,223.512,33.714,12.741,28.906,79.647
2020-12-30,75.742,146.39000000000001,33.438,16.318,32.167,66.631
2020-12-31,73.305,179.177,23.092,20.725,45.584,120.945
2021-01-01,91.569,224.797,55.985,18.037,67.733,136.338
2021-01-02,102.214,212.911,31.833000000000002,18.302,62.422,115.296
2021-01-03,76.505,224.88,50.09,13.385,73.797,103.871
2021-01-04,68.248,177.801,24.728,9.867,58.505,95.499
2021-01-05,89.144,154.654,49.049,14.439,37.556,83.705
2021-01-06,49.852,176.824,51.711,13.689,44.528,81.462
2021-01-07,54.723,161.62800000000001,42.427,12.56,50.183,96.002
2021-01-08,53.904,234.462,29.703,12.049,37.342,90.415
2021-01-09,90.49,233.427,47.188,17.965,78.498,129.833
2021-01-10,79.563,250.645,57.696,23.755,68.365,137.986
2021-01-11,47.911,182.204,28.862000000000002,15.841,46.768,81.67
2021-01-12,55.595,173.449,18.847,6.304,35.595,73.283
2021-01-13,40.616,172.101,25.301,0.0,37.065,76.684
2021-01-14,43.51,148.947,34.119,18.643,39.296,75.963
2021-01-15,51.428,171.213,30.979,14.644,39.211,101.383
2021-01-16,82.624,252.825,45.807,20.109,76.17399999999999,150.015
2021-01-17,67.482,228.99099999999999,45.21,24.613,74.534,141.492
2021-01-18,48.095,167.119,33.17,10.266,48.166,72.532
2021-01-19,42.265,216.055,33.818,9.304,50.827,74.431
2021-01-20,44.546,197.824,33.627,19.321,51.058,90.131
2021-01-21,48.089,219.93,27.553,23.411,57.724,63.013
2021-01-22,48.728,218.136,32.636,12.333,54.45,88.796
2021-01-23,66.893,214.815,48.218,20.333,87.038,117.521
2021-01-24,88.664,350.342,56.086,23.807,99.115,127.934
2021-01-25,86.892,224.149,34.554,20.041,68.681,79.116
2021-01-26,59.222,215.643,36.857,16.078,57.954,101.362
2021-01-27,50.075,208.029,50.986,11.937,105.094,108.756
2021-01-28,58.18,160.38400000000001,47.788,17.792,70.075,80.927
2021-01-29,48.372,151.962,56.588,15.072000000000001,66.029,69.324
2021-01-30,39.938,236.777,63.124,23.084,91.796,94.904
2021-01-31,47.573,249.269,37.907,24.61,84.451,104.054
2021-02-01,50.34,181.621,25.144,13.664,71.64,69.564
2021-02-02,47.323,193.791,41.328,24.133,92.145,88.048
2021-02-03,36.091,223.102,84.615,14.938,79.053,91.564
2021-02-04,61.4,197.832,69.983,27.716,96.194,111.069
2021-02-05,56.39,194.292,58.169,25.906,124.448,95.222
2021-02-06,55.472,212.817,75.497,39.051,194.842,119.696
2021-02-07,101.527,193.778,53.682,43.635,159.904,147.812
2021-02-08,124.55,234.405,122.215,58.326,289.227,240.205
2021-02-09,211.431,282.558,139.056,87.912,423.696,326.993
2021-02-10,296.79200000000003,503.976,167.055,118.931,505.888,511.136
2021-02-13,50.0,243.485,22.759,28.967,104.485,74.519
2021-02-14,65.07300000000001,195.74,16.607,25.06,116.812,164.586
2021-02-15,68.394,300.13,41.123,39.655,168.272,212.364
2021-02-16,67.819,253.696,40.493,31.647,151.649,174.61
2021-02-17,53.632,180.052,33.589,30.358,133.646,144.793
2021-02-18,62.327,227.336,56.001,18.169999999999998,105.697,130.174
2021-02-19,73.044,184.169,47.197,13.769,116.07000000000001,92.327
2021-02-20,60.612,175.262,39.445,21.798000000000002,119.306,88.794
2021-02-21,38.554,144.855,35.248,33.803,80.423,79.403
2021-02-22,40.444,139.491,30.813,15.47,72.834,66.554
2021-02-23,44.084,136.05,24.456,25.429,85.425,77.586
2021-02-24,54.382,190.158,37.410000000000004,22.668,60.043,88.233
2021-02-25,74.027,156.613,39.885,34.618,100.118,110.557
2021-02-26,72.508,276.322,70.06400000000001,31.286,135.777,159.095
2021-02-27,45.651,218.04,74.704,22.579,122.322,116.81400000000001
2021-02-28,49.705,309.688,54.673,27.705,114.677,111.764
2021-03-01,29.048,241.709,28.579,27.232,97.068,79.404
2021-03-02,46.406,182.984,40.61,16.541,83.363,62.044
2021-03-03,20.757,186.008,22.01,23.654,80.749,71.027
2021-03-04,28.177,145.281,18.951999999999998,20.344,93.07600000000001,72.465
2021-03-05,35.138,211.185,41.955,22.986,101.498,82.585
2021-03-06,61.735,288.817,64.332,38.176,167.583,151.214
2021-03-07,36.889,264.314,84.586,26.748,122.568,125.428
2021-03-08,26.921,211.746,45.65,19.815,80.399,78.721
2021-03-09,42.608,170.907,34.073,20.838,66.895,143.511
2021-03-10,24.891000000000002,119.599,25.101,14.35,59.548,91.994
2021-03-11,31.801,158.357,30.749,16.37,57.357,75.477
2021-03-12,21.764,152.44,31.282,23.836000000000002,102.131,84.232
2021-03-13,47.086,169.055,43.017,26.434,104.089,101.865
2021-03-14,30.295,176.032,41.13,17.721,117.089,75.95
2021-03-15,22.597,90.812,28.603,13.658,85.656,40.423
2021-03-16,19.772,100.121,19.792,13.577,72.126,44.844
2021-03-17,19.493,107.653,29.326,19.313,83.755,44.028999999999996
2021-03-18,20.852,128.058,29.081,11.866,73.733,65.501
2021-03-19,39.292,140.893,42.902,16.235,67.509,69.141
2021-03-20,39.984,267.979,34.377,21.477,117.89,77.235
2021-03-21,41.705,199.712,51.413000000000004,17.949,112.176,94.838
2021-03-22,10.113,115.022,30.625,11.561,70.68900000000001,50.802
2021-03-23,13.349,134.706,28.634,19.312,66.931,48.174
2021-03-24,14.013,103.505,27.331,15.113,42.484,35.583
2021-03-25,15.827,86.632,25.174,14.621,50.798,46.89
2021-03-26,40.178,167.327,48.956,21.313,60.937,83.562
2021-03-27,43.191,199.727,51.805,26.111,78.794,69.658
2021-03-28,30.71,161.164,50.119,19.628,78.41,55.673
2021-03-29,15.5,111.308,60.434,16.139,62.154,47.327
2021-03-30,14.905,130.803,26.924,21.407,59.573,32.145
2021-03-31,19.503,143.294,28.74,21.649,59.255,45.089
2021-04-01,20.743,162.291,39.109,20.604,52.994,48.978
2021-04-02,37.764,179.383,69.53,20.665,70.727,72.574
2021-04-03,38.786,212.267,68.593,32.71,100.32300000000001,75.739
2021-04-04,33.95,192.02100000000002,71.456,22.976,88.244,61.709
2021-04-05,24.241,178.469,76.701,16.492,112.577,68.049
2021-04-06,3.622,55.611,13.129999999999999,3.138,35.075,11.671
2021-04-07,17.735,198.107,26.939,16.213,62.9,47.805
2021-04-08,9.582,136.899,22.294,20.319,52.596000000000004,35.491
2021-04-09,29.704,145.026,51.978,17.451,54.274,31.401
2021-04-10,22.753,204.156,50.186,25.525,84.84,60.287
2021-04-11,22.196,211.619,47.112,24.902,94.32600000000001,52.29
2021-04-12,4.178,148.371,32.027,10.203,38.756,43.328
2021-04-13,5.553,127.207,28.593,13.4,51.480000000000004,40.041
2021-04-14,19.197,151.83,30.12,18.975,47.052,41.387
2021-04-15,17.098,130.081,27.05,12.151,44.413000000000004,40.15
2021-04-16,19.018,130.808,40.232,15.371,62.197,47.162
2021-04-17,35.302,194.951,77.636,20.407,72.266,70.81700000000001
2021-04-18,22.237000000000002,194.451,48.315,28.972,118.063,56.607
2021-04-19,12.658,134.781,25.092,17.311,59.015,36.293
2021-04-20,12.167,150.715,30.338,16.233999999999998,64.062,37.650999999999996
2021-04-21,13.078,182.939,49.748,26.622,50.684,31.173000000000002
2021-04-22,11.64,150.806,34.615,15.227,47.905,40.04
2021-04-23,10.413,171.226,47.035000000000004,27.427,53.397,49.109
2021-04-24,17.178,264.803,107.309,37.796,102.501,78.6
2021-04-25,11.454,221.785,94.264,24.708,71.047,37.692
2021-04-26,11.871,151.258,43.118,12.618,60.716,37.392
2021-04-27,9.127,135.216,26.490000000000002,31.041999999999998,50.15,26.08
2021-04-28,7.359,125.785,29.405,27.487000000000002,47.189,33.609
2021-04-29,8.818,134.898,33.858,15.705,54.543,32.548
2021-04-30,14.856,138.585,38.125,26.786,52.865,34.271
2021-05-01,18.075,171.826,57.443,19.976,77.396,50.81
2021-05-02,17.439,198.544,36.466,22.784,80.42,47.435
2021-05-03,18.743000000000002,226.265,37.613,25.175,83.419,54.995
2021-05-04,8.799,200.985,37.838,18.032,43.846,42.643
2021-05-05,15.352,203.532,34.156,17.339,72.08,60.989
2021-05-06,5.992,151.84,21.199,22.682,73.006,30.192
2021-05-07,6.436,147.508,26.046,20.724,73.962,33.543
2021-05-08,11.457,160.786,28.122,22.625,69.529,33.331
2021-05-09,21.145,216.668,37.443,30.75,95.075,44.849000000000004
2021-05-10,8.06,157.721,30.866,24.956,60.825,26.427
2021-05-11,8.963,190.06,27.768,26.533,46.524,29.889
2021-05-12,6.0809999999999995,182.519,19.252,19.247,42.616,31.02
2021-05-13,14.949,157.293,24.095,20.687,47.949,29.537
2021-05-14,11.411999999999999,191.116,40.997,32.193,51.909,29.278
2021-05-15,12.399000000000001,258.278,37.347,40.776,86.637,49.932
2021-05-16,6.386,212.588,52.382,19.009,153.409,51.103
2021-05-17,5.011,176.65800000000002,27.587,29.921,76.099,25.733
2021-05-18,12.309000000000001,173.27100000000002,31.098,23.783,84.864,29.45
2021-05-19,12.199,140.823,33.901,20.578,76.853,28.798000000000002
2021-05-20,9.406,148.851,17.189,22.177,61.568,35.447
2021-05-21,4.178,106.47200000000001,33.979,21.886,36.494,43.516
2021-05-22,9.18,190.363,34.962,25.845,98.93599999999999,45.209
2021-05-23,17.229,217.25900000000001,64.231,42.331,137.485,62.384
2021-05-24,4.28,148.831,40.924,17.043,54.772,29.627
2021-05-25,5.412,130.325,29.554,17.94,57.519,35.047
2021-05-26,4.008,166.467,46.547,15.81,65.416,31.969
2021-05-27,8.319,145.237,43.952,15.645,37.078,19.574
2021-05-28,6.205,123.824,42.189,16.472,67.01,28.172
2021-05-29,9.57,180.875,52.778999999999996,18.291,116.845,35.882
2021-05-30,4.719,196.236,21.296,27.038,106.615,33.492
2021-05-31,5.404,191.98,39.165,25.363,60.118,34.114
2021-06-01,7.217,151.091,41.593,26.938,76.648,33.668
2021-06-02,8.681000000000001,178.517,43.414,27.706,89.386,43.528
2021-06-03,11.019,142.37199999999999,36.284,11.679,75.206,48.365
2021-06-04,13.461,121.093,31.416,16.743,63.703,47.048
2021-06-05,19.495,204.287,61.486,36.367,91.95,42.32
2021-06-06,7.1819999999999995,222.817,42.143,30.644,88.671,32.745
2021-06-07,8.757,148.539,24.819,29.868,68.965,27.872
2021-06-08,7.394,144.482,25.106,24.611,56.101,28.108
2021-06-09,7.943,126.359,26.845,19.353,52.093,31.399
2021-06-10,10.34,122.004,13.847,24.961,57.091,29.393
2021-06-11,6.744,129.982,21.048,16.567,74.873,25.579
2021-06-12,22.347,210.267,52.462,48.073,77.636,62.009
2021-06-13,11.431000000000001,211.28,62.324,40.009,88.876,74.602
2021-06-14,14.049,170.272,73.037,37.545,69.697,56.049
2021-06-15,9.998,127.719,45.326,20.698,61.187,31.346
2021-06-16,5.187,104.991,12.99,19.793,46.695,29.826
2021-06-17,9.409,113.507,48.477,28.237000000000002,45.845,22.835
2021-06-18,7.902,150.875,34.971,27.339000000000002,46.754,29.867
2021-06-19,10.313,203.369,44.511,30.488,87.633,39.484
2021-06-20,10.001,202.307,43.614,61.881,85.134,38.578
2021-06-21,9.9,150.07,54.07,18.566,58.693,24.224
2021-06-22,13.91,126.439,26.162,30.92,56.135,29.299
2021-06-23,10.931,123.214,57.723,24.859,53.900999999999996,32.793
2021-06-24,6.119,127.946,34.885,19.543,41.586,31.747
2021-06-25,10.916,146.582,40.437,12.896,35.531,32.537
2021-06-26,20.953,197.69,71.821,35.449,82.439,47.402
2021-06-27,19.982,213.547,56.542,31.776,79.121,49.14
2021-06-28,9.933,125.782,35.784,21.088,45.81,33.153
2021-06-29,9.52,110.196,34.383,19.721,40.321,26.399
2021-06-30,7.464,125.415,27.052,27.425,39.114,41.537
2021-07-01,8.512,148.597,33.72,26.278,54.567,32.65
2021-07-02,10.79,133.586,24.972,28.565,51.785000000000004,34.247
2021-07-03,29.657,197.925,48.497,47.285,73.552,66.849
2021-07-04,24.214,197.322,45.679,39.241,57.583,44.466
2021-07-05,14.947,176.276,66.355,49.588,53.877,40.491
2021-07-06,7.861,173.864,44.901,49.005,46.553,36.365
2021-07-07,8.404,149.514,40.488,31.752,38.244,26.099
2021-07-08,12.209,143.491,61.361,33.078,44.995,34.071
2021-07-09,4.507,114.966,28.476,22.81,34.612,26.496
2021-07-10,14.838,176.065,70.59,49.929,52.771,41.077
2021-07-11,14.099,212.957,75.634,40.365,39.195,38.382
2021-07-12,7.559,140.305,24.48,24.025,42.472,24.08
2021-07-13,7.123,149.772,47.258,28.125,24.629,18.59
2021-07-14,14.182,163.863,50.127,20.281,51.339,43.512
2021-07-15,5.78,141.75,27.632,17.221,48.957,29.008
2021-07-16,23.636,236.055,39.074,53.38,57.948,47.644
2021-07-17,27.115,223.655,79.353,29.918,60.204,46.115
2021-07-18,30.138,234.028,60.81,31.604,67.134,43.166000000000004
2021-07-19,15.754,174.827,34.935,19.986,40.146,40.629
2021-07-20,12.512,152.362,46.461,19.324,40.886,27.025
2021-07-21,18.057,152.653,52.983,22.554,58.081,36.182
2021-07-22,17.843,154.625,34.223,26.636,56.815,31.031
2021-07-23,13.844,150.636,38.509,19.1,45.06,28.61
2021-07-24,32.222,206.923,50.974,37.029,82.893,35.038
2021-07-25,24.134,248.502,60.229,29.736,72.385,36.532
2021-07-26,16.444,155.365,25.066,16.386,47.928,30.861
2021-07-27,33.891,189.082,53.678,20.927,54.649,29.008
2021-07-28,32.418,205.803,58.303,15.551,63.485,35.805
2021-07-29,17.107,193.613,31.376,59.522,33.377,26.28
2021-07-30,20.72,214.155,43.631,33.845,50.321,28.865
2021-07-31,23.282,255.972,47.859,24.536,57.015,44.567
2021-08-01,36.228,251.27100000000002,66.798,20.536,76.324,42.984
2021-08-02,22.943,283.115,24.162,35.577,79.129,57.648
2021-08-03,27.549,264.825,20.641,48.444,55.901,42.284
2021-08-04,22.617,313.269,14.278,33.147,89.04,50.028
2021-08-05,15.634,245.944,26.638,29.12,65.069,58.355
2021-08-06,22.376,189.756,28.948,20.331,51.048,51.397
2021-08-07,28.627,232.089,40.416,23.784,69.382,53.974000000000004
2021-08-08,24.273,265.775,50.406,32.192,54.567,57.351
2021-08-09,19.711000000000002,234.344,56.607,31.015,61.457,41.987
2021-08-10,24.532,193.189,11.233,22.361,66.971,39.23
2021-08-11,20.738,225.45,1.054,25.757,61.666,44.244
2021-08-12,28.536,275.876,12.87,37.175,83.793,52.714
2021-08-13,37.722,274.08,3.504,49.079,88.147,57.871
2021-08-14,27.112000000000002,281.13,16.528,35.09,96.491,74.363
2021-08-15,49.471,297.827,8.103,31.245,78.349,61.545
2021-08-16,50.533,190.573,6.045,24.663,52.116,41.091
2021-08-17,56.145,183.216,9.498000000000001,28.565,59.86,57.879
2021-08-18,54.55,185.59,8.645,25.035,54.41,38.636
2021-08-19,28.569,183.245,8.906,31.478,50.988,35.688
2021-08-20,27.29,195.11599999999999,47.274,25.752,47.075,42.358
2021-08-21,37.692,241.956,34.9,33.887,67.629,70.575
2021-08-22,51.313,281.156,1.546,21.861,94.447,60.822
2021-08-23,38.788,178.374,4.509,29.713,15.773,40.53
2021-08-24,31.616,168.012,9.206999999999999,22.695,53.891,43.365
2021-08-25,35.363,145.216,2.219,27.139,53.903,34.177
2021-08-26,63.126,255.505,5.452,34.842,61.124,49.747
2021-08-27,56.396,259.053,19.568,33.381,64.045,61.288
2021-08-28,49.574,244.915,35.502,34.078,75.85,61.493
2021-08-29,55.375,229.082,56.181,39.917,81.325,65.999
2021-08-30,40.953,178.587,48.287,41.208,65.327,47.989
2021-08-31,31.335,165.821,42.879,39.432,66.34100000000001,42.531
2021-09-01,47.449,177.642,8.003,27.264,44.769,61.883
2021-09-02,45.638,161.364,27.869,24.511,44.128,40.494
2021-09-03,54.834,149.219,24.967,20.685,42.436,46.246
2021-09-04,66.409,221.353,32.878,26.823,90.712,78.639
2021-09-05,58.946,238.552,51.129,30.823,63.285,74.857
2021-09-06,33.471,191.936,34.751,20.716,42.718,37.744
2021-09-07,34.142,163.316,23.172,19.175,45.236,44.438
2021-09-08,38.571,161.268,15.183,16.32,36.083,42.227
2021-09-09,39.028,120.989,14.255,12.804,39.957,41.997
2021-09-10,43.851,133.882,24.651,13.491,36.978,35.582
